date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:25	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:24%20GMT	https://fitnesso.webflow.io/category/training	C:/My%20Web%20Sites/law/fitnesso.webflow.io/category/training	(from https://fitnesso.webflow.io/shop)
15:23:25	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:25%20GMT	https://fitnesso.webflow.io/free-plans/the-ultimate-abs-tabata	C:/My%20Web%20Sites/law/fitnesso.webflow.io/free-plans/the-ultimate-abs-tabata	(from https://fitnesso.webflow.io/)
15:23:25	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:25%20GMT	https://fitnesso.webflow.io/free-plans/back-day	C:/My%20Web%20Sites/law/fitnesso.webflow.io/free-plans/back-day	(from https://fitnesso.webflow.io/)
15:23:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:25%20GMT	https://fitnesso.webflow.io/blog-categories/training	C:/My%20Web%20Sites/law/fitnesso.webflow.io/blog-categories/training	(from https://fitnesso.webflow.io/blog)
15:23:26	0/-1	---M--	502	error ('')			https://fitnesso.webflow.io/post/the-10-best-exercises-to-do-in-your-park	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/the-10-best-exercises-to-do-in-your-park	(from https://fitnesso.webflow.io/)
15:23:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:25%20GMT	https://fitnesso.webflow.io/blog-categories/weight-loss	C:/My%20Web%20Sites/law/fitnesso.webflow.io/blog-categories/weight-loss	(from https://fitnesso.webflow.io/blog)
15:23:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:25%20GMT	https://fitnesso.webflow.io/post/the-benefits-of-hiit-workouts	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/the-benefits-of-hiit-workouts	(from https://fitnesso.webflow.io/blog)
15:23:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:26%20GMT	https://fitnesso.webflow.io/post/can-you-have-a-good-workout-at-home	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/can-you-have-a-good-workout-at-home	(from https://fitnesso.webflow.io/blog)
15:23:26	0/-1	---M--	502	error ('')			https://fitnesso.webflow.io/brand-guidelines/style-guide	C:/My%20Web%20Sites/law/fitnesso.webflow.io/brand-guidelines/style-guide	(from https://fitnesso.webflow.io/)
15:23:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:26%20GMT	https://fitnesso.webflow.io/post/healthy-breakfast-ideas	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/healthy-breakfast-ideas	(from https://fitnesso.webflow.io/)
15:23:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:26%20GMT	https://fitnesso.webflow.io/category/nutrition	C:/My%20Web%20Sites/law/fitnesso.webflow.io/category/nutrition	(from https://fitnesso.webflow.io/shop)
15:23:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:26%20GMT	https://fitnesso.webflow.io/post/my-life-changing-experience	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/my-life-changing-experience	(from https://fitnesso.webflow.io/)
15:23:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:26%20GMT	https://fitnesso.webflow.io/category/training	C:/My%20Web%20Sites/law/fitnesso.webflow.io/category/training	(from https://fitnesso.webflow.io/shop)
15:23:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:27%20GMT	https://fitnesso.webflow.io/blog-categories/training	C:/My%20Web%20Sites/law/fitnesso.webflow.io/blog-categories/training	(from https://fitnesso.webflow.io/blog)
15:23:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:27%20GMT	https://fitnesso.webflow.io/post/the-benefits-of-hiit-workouts	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/the-benefits-of-hiit-workouts	(from https://fitnesso.webflow.io/blog)
15:23:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:27%20GMT	https://fitnesso.webflow.io/post/can-you-have-a-good-workout-at-home	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/can-you-have-a-good-workout-at-home	(from https://fitnesso.webflow.io/blog)
15:23:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2012%20Aug%202023%2009:53:27%20GMT	https://fitnesso.webflow.io/blog-categories/weight-loss	C:/My%20Web%20Sites/law/fitnesso.webflow.io/blog-categories/weight-loss	(from https://fitnesso.webflow.io/blog)
15:23:28	0/-1	---M--	502	error ('')			https://fitnesso.webflow.io/post/the-10-best-exercises-to-do-in-your-park	C:/My%20Web%20Sites/law/fitnesso.webflow.io/post/the-10-best-exercises-to-do-in-your-park	(from https://fitnesso.webflow.io/)
15:23:28	0/-1	---M--	502	error ('')			https://fitnesso.webflow.io/brand-guidelines/style-guide	C:/My%20Web%20Sites/law/fitnesso.webflow.io/brand-guidelines/style-guide	(from https://fitnesso.webflow.io/)
